text,label
What actor and actress have made the most movies ?,4
What is `` the airline built for professional travelers '' ?,5
"When not adventuring on Rann , what does Adam Strange call his profession ?",6
Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?,4
What snack food has ridges ?,17
Why did the chicken cross the road ?,9
What Nevada center has been dubbed The Biggest Little City in the World ?,21
What was the name of the peace agreement imposed on Germany after World War I ?,14
Who won the rugby world cup in ?,4
How many cities are there in Utah ?,13
How many real fruit juices are there in a can of Hawaiian Punch ?,13
What four tastes can a human distinguish ?,17
What sea is Bombay on ?,14
Name one of King Henry VIII 's wives .,4
"What exactly , specifically does sleep do for you ?",12
How fast can a Corvette go ?,35
What does LOL mean ?,3
What city did the Flintstones live in ?,21
What was Connecticut 's first constitution called ?,1
What were the names of the three ships used by Columbus ?,44
Who is the most sexy celebrity ?,4
What is a ball that hits the foul pole called ?,20
What major airline has the best safety record in the world ?,5
When did communist control end in Hungary ?,8
In What city or state do the most gay men live in ?,14
What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,1
Who is the current UN Secretary General ?,4
When was the Brandenburg Gate in Berlin built ?,8
What is the Milky Way ?,7
What country boasts the most cars per mile of road ?,18
Who was Ezra Taft Benson ?,12
Which police department made the largest cocaine seizure ever in Ventura County ?,5
What continent 's name appears on the upper left corner of a Budweiser label ?,14
What 1920s cowboy star rode Tony the Wonder Horse ?,4
How many cubic feet of space does a gallon of water occupy ?,13
Name the various costumed personas of Dr. Henry Pym .,4
What is the only primate to lack pigment in the palms of its hands ?,2
"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?",4
How many Americans have HIV ?,13
What kind of hat does Bat Masterson wear ?,26
When did Rococo painting and architecture flourish ?,8
Who invented the horoscope ?,4
What does ribavirin consist of ?,28
Who was the lyricist and who was the composer between Gilbert and Sullivan ?,4
What is the date of Bastille Day ?,8
What was the number of people that Randy Steven Craft was convicted of killing ?,14
How many Grammys did Michael Jackson win in 1983 ?,13
What color is the eight-ball in pocket billiards ?,19
What 's the largest U.S. agricultural crop by weight ?,17
What U.S. vice-president killed Alexander Hamilton in a duel ?,4
How many members are in the California congressional delegation ?,13
What kind of file has the extension .dbf ?,14
What is the exchange rate for Australian to American money ?,25
What was the name of the orca that died of a fungal infection ?,2
"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?",4
Rotary engine cars were made by what company ?,5
How many presidents have died on the 4th of July ?,13
What are the current immigration laws in US ?,12
"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?",14
What alloy do copper and tin form ?,28
Who were the 1974 Oscar winners ?,4
What botanical marvel did Nebuchadnezzar build ?,14
Who was the most famous food editor of The New York Times ?,4
What famous comic strip character died of acne ?,4
What significant battle was fought in Belgium in 1815 ?,10
How many Israeli athletes were killed at the Munich Olympics ?,13
Which two products use a tiger as their symbol ?,26
How do you clean badly tarnished brass ?,0
Where is Microsoft 's corporate headquarters located ?,14
What is infomatics ?,7
What bay divides Maryland 's Eastern and Western Shores ?,14
What is Alice Cooper 's real name ?,4
Where are the headquarters of Eli Lilly ?,14
Name a movie about the Sioux Indians starring Kevin Costner .,1
Who is Mia Farrow 's mother ?,4
When was the bar-code invented ?,8
What character in The Beverly Hillbillies has the given names Daisy Moses ?,4
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,4
What was the largest city in the world to declare martial law in 1989 ?,21
Which Bloom County resident wreaks havoc with a computer ?,4
What island is home to statues called Mauis ?,14
"What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?",14
Who were the Yankee 's frequent enemies ?,5
What was the name of Randy Craft 's lawyer ?,4
Who was the first person inducted into the U.S. Swimming Hall of Fame ?,4
What 's the maximum number of clubs a golfer may use in a round ?,13
Who played Sally Rogers on The Dick Van Dyke Show ?,4
What actress holds the record for the most appearances on the cover of Life ?,4
What does an ashen-faced eidologist search out the existence of ?,14
What city was Martin Luther King Jr. assassinated in ?,21
What is a fear of touching ?,23
What school does Tom attend in Tom Brown 's School Days ?,5
Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?,1
What is the wingspan of a condor ?,40
How does a hurricane form ?,0
Where is Procter & Gamble based in the U.S. ?,14
What direction do most baseball pitchers pitch toward ?,14
What 's the difference between carelessness and carefreeness ?,12
How was Lawrence,0
Where do chihuahuas come from ?,12
What appointments secretary to Richard Nixon went to jail ?,4
Where was Richard Nixon when Gerald Ford became president ?,14
What British TV series featured Emma Peel ?,1
Who is the owner of CNN ?,4
Name the five positions who are in the line of succession to the presidency .,6
What are tonsils for ?,9
What ill-fated American general dragged a bull terrier named Willie through World War II ?,4
Who wrote Brave New World ?,4
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,0
Why does a candle go out when we blow on it ?,9
What country in 1998 had the most suicides regardless of population size ?,18
What are birds descendents of ?,2
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?,4
How do I find a snowboarding website ?,0
What player squats an average of 3 times during a baseball doubleheader ?,4
What year did nylon stockings first go on sale ?,8
How do you ask questions ?,0
What letter appears on the cold-water tap in Spain ?,15
"How many people have been killed in wars , armed conflicts ?",13
Who claims to have the greatest show on earth ?,4
What day was Pearl Harbor attacked in 1942 ?,8
What 's the score of a forfeited baseball game ?,14
How many times more than 3,13
"What was Al Capone finally imprisoned for , in 1931 ?",9
How many acres in a mile ?,13
What is it like to experience a near death episode ?,12
Where is Melbourne ?,14
What did The Gas House Gang play ?,14
How do wasps make their nests ?,0
How many penny-farthings are there on a Trivial Pursuit game board ?,13
What cards are bullets ?,14
What are the 7 Wonders of the World ?,14
What is the name of the planet that the Ewoks live on ?,14
What is Jane Goodall known for ?,9
What Caribbean cult did Marcus Garvey originate ?,16
What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries ?,1
What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?,4
What characteristics contribute to its `` intelligence '' ?,9
What is the only modern language that capitalizes its singular first-person pronoun ?,37
Why did Europeans first come to Australia and Oceania ?,9
When were fish first believed to be found on earth ?,8
What are binomial coefficients ?,7
How many inches tall is Stuart Little at birth ?,13
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,9
What company produces Spumante ?,5
How many electoral votes does it take to win presidency ?,13
What is a phalanx ?,7
What former president 's daughter has written a book titled Murder in the White House ?,4
Which former Ku Klux Klan member won an elected office in the U.S. ?,4
What record company was formed by Herb Alpert and Jerry Moss ?,5
What writer-journalist made his mark describing colorful Broadway and underworld characters ?,4
What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?,4
Who is Count Cinzano ?,12
What is a nanometer ?,7
Name the organization that is presided by a Security Council .,5
What is the Order of the Arrow in Boy Scouts ?,7
What color of dry wine should be served with veal roasts and chops ?,19
What U.S. state includes the San Juan Islands ?,11
What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?,4
What rock group raised a ruckus at the White House by singing American Woman ?,5
What hockey player did Ronald Reagan joke he would swap Texas for ?,4
What is the difference between the anus and the rectum ?,12
