label,content
1, Hilliard Davidson High School is the first high school in the Hilliard City School District in Hilliard Ohio. It is one of three high schools in the district along with Hilliard Darby High School and Hilliard Bradley High School. The school is located at 5100 Davidson Road just north of Hilliard Weaver Middle School. The mascot is the Wildcat and the school's colors are royal blue and white.Hilliard Davidson High School was originally called Hilliard High School.
9, Tombaatar is a mammal genus that existed during the Mongolian Upper Cretaceous Period. It co-existed with some of the late dinosaurs. This animal was a member of the extinct order Multituberculata within the suborder Cimolodonta and family Djadochtatheriidae. The genus Tombaatar was named by Rougier G.W. Novacek M. and Dashzeveg D. in 1997.The species Tombaatar sabuli is known from remains found in the Upper Cretaceous Djadokhta Formation of Ukhaa Tolgod Mongolia.
3, James Arellanes (born January 30 1974) is a former American professional football player who was a quarterback in the NFL Europe League (NFLEL) the Arena Football League (AFL) and the XFL. He played for the Rhein Fire of the NFLEL the Carolina Cobras and Florida Bobcats of the AFL and the Orlando Rage of the XFL. Arellanes played collegiately at Fresno State.
10, Strelitzia nicolai commonly known as the Giant White Bird of Paradise or Wild Banana are banana-like plants with erect woody stems reaching a height of 6 m (20 ft) and the clumps formed can spread as far as 3.5 m (11 ft).The 1.8 m (5 ft 11 in) long leaves are grey-green and arranged like a fan at the top of the stems similar to Ravenala madagascariensis. The inflorescence is composed of a dark blue bract white sepals and a bluish-purple tongue.
4, Kelvin Kel Glare AO APM (born 6 January 1938 in Hopetoun Victoria) is a former Australian police officer who was Chief Commissioner of Victoria Police from 1987 to 1992.
4, George Vaughan (New Hampshire) (13 April 1676 â 20 November 1725) may be best known for being Lieutenant Governor of the Province of New Hampshire for only one year. A graduate of Harvard College in 1696 he was also at various times a merchant colonel of militia agent for the province to England and counsellor.
3, Balthazar Philippe FranÃ§ois Xavier De Beukelaer (born 27 September 1902) was a Belgian fencer. He competed in three Olympic Games.
5, The Staib LB-1 Special is a homebuilt aircraft design of Wilbur Staib.
6, Ascension of Our Lord Catholic Church is a historic church on FM 957 in Moravia Texas.It was built in 1912 and added to the National Register in 1983.
4, Lance A. Carson is an American politician and a Republican member of the South Dakota House of Representatives representing District 20 since January 2007.
5, HMS Russell was an 80-gun third rate ship of the line of the Royal Navy launched at Portsmouth Dockyard on 3 June 1692.She was rebuilt according to the 1706 Establishment at Rotherhithe and was relaunched on 16 March 1709. Instead of mounting her 80 guns on two decks as she had done as originally built she now mounted them on three decks but remained classified as a third rate.
4, Willem Huydecoper (November 1788 â 22 February 1826) was an important mulatto merchant politician and diplomat on the Dutch Gold Coast in the late eighteenth and early nineteenth century.
0, Primal Pictures Ltd. established in 1991 is the producer of 3D Interactive Anatomy Software which is used by medical educators professionals practitioners and students.
13, The Carolina Times was founded as The Standard Advertiser in 1921 by Charles Arrant who died in 1922. In 1927 the newspaper was purchased by North Carolina Central University alumnus Louis E. Austin in Durham North Carolina. He changed the name to The Carolina Times. The paper continues to be published today by Austin's grandson Kenneth Edmonds and is the only black-owned and operated newspaper in Durham.Austin edited and published The Carolina Times from 1927 until his death in 1971.
7, New Market Gap is a wind gap in the Massanutten Mountain in Virginia. The 1804 feet (550 m) gap is located approximately in the middle of the range dividing it into north and south sections.U.S. Route 211 runs through the gap connecting New Market in the Shenandoah Valley with Luray in the Page Valley. The Massanutten Visitor Center of the George Washington National Forest is off Rt. 211 in the gap.
8, PieÅki [ËpjÉÉ²ki] is a village in the administrative district of Gmina Mordy within Siedlce County Masovian Voivodeship in east-central Poland.
5, The Manzolini Libellula was a 1950s Italian co-axial twin-rotor helicopter designed by Ettore Manzolini. Libellula is the Italian word for Dragonfly.
0, Nighthawk Records was an American independent record label founded by Robert Schoenfeld who began operations in 1976 with the release of four vintage post-war blues reissue albums. This series consists of nine volumes of post-war blues recordings from Chicago Detroit Memphis and the Delta New Orleans and the Southwest.In 1979 Nighthawk expanded by launching the 200 series of blues productions with Mule an album by Henry Townsend.
2, Fernand Edmond Jean Marie Khnopff (12 September 1858 â 12 November 1921) was a Belgian symbolist painter.
12, Border Radio is a 1987 independent film directed by Allison Anders Dean Lent and Kurt Voss in which two musicians and a roadie who haven't been paid rob money from a club and one flees to Mexico leaving his wife and daughter behind. The film features music from The Flesh Eaters Green on Red John Doe The Divine Horsemen X and The Blasters.The title refers to border blaster radio stations that broadcast from Mexico into the United States.
0, MGM Energy Corp. (TSX: MGX) is a Canadian petroleum company that was spun off from Paramount Resources in 2007. The company is involved in the acquisition and development of petroleum in Canada's Northwest Territories. The CEO is Henry Sykes.
6, Astor Fur Warehouse built in 1828 in Prairie du Chien Wisconsin is the only known surviving fur trade warehouse in the upper Mississippi valley.Significant for its use by the American Fur Company it was declared a National Historic Landmark in 1960.It is located at Bolvin and Water Streets on St. Feriole Island.The building is now part of the Villa Louis museum and has been furnished to for a mid-19th century appearance. The building looks out upon the Mississippi River.
0, Burnside Distribution Corporation (BDC) is a National and International distributor of both physical and digital music media (CDs and DVDs). They began operations in 1994 as a Northwest regional distributor and the company has since evolved into a National presence with sales staff across the US. BDC represents labels from several countries and their mix of music genre is diverse. Their home office is in Portland Oregon.
1, Brooklyn School of Inquiry (PS/IS 686) often referred to as BSI is a New York City New York public school located at 50 Avenue P in the Bensonhurst neighborhood of Brooklyn. It is growing by one grade annually until 2016 when it will reach capacity as an elementary/middle school serving students from kindergarten through grade eight. BSI is the only citywide Gifted and Talented (G&T) program in Brooklyn and one of five in all of New York City.
13, EâThe Environmental Magazine or simply E is a bimonthly magazine aimed at a readership concerned about the environment and those who want to know what they can do to make a difference. It claims to have won and been nominated for 13 Independent Press Awards.The magazine was first published in 1990 and is produced bimonthly currently by a staff of six full-time and two part-time employees as well as college interns.
