comment_text,toxic
"allie>  Have you ever seen a picture of a person that has just lost his best friend????  Well, take a look at Watson, a real  good look, look at his eyes, he is one sad sucker to fall into this stupid abyss!!!!  In his case he deserves what he gets out of his stupid involvement.  GBA and MAGA!!!!  Courageous, he is not, foolish, yes he is!!!!",1
That was just a typo.,0
"fucking die 

lol rofl 
joke

hahahahahahahaha

 U cant stop the vandal == though",1
"what an idiot you are, every one of his appointments are based on sucess in their fields being  great for the job loser",1
batista is also 300 lbs not 317 thats bullshit.,1
"And these women just love the old sex predator, Bill Clinton, and his enabling wife.",1
""" 
  Signed! Thanks for the invite! )    """,0
"The issue is, there are almost no relevant featured pictures, so I'm not sure whether to include non-featured pictures. As for the DYK section, I am planning to completely redesign it. For the Weekly portion,  managed to produce a formula to update automatically (every Saturday 13:00-UTC), although I can't begin to understand how.",0
"""It makes you want to weep"" that trump can't stop voicing his approval and admiration of the ""KGB thug"". It seems the only way trump can win the election is with Putin's help. He loves the guy. Where's the indignation or concern about Putin playing trump like a fool?",1
"""

 ReferenceBot – Skrippner 

User:A930913 

Page: 
I have no idea

Diff: 
I do not know what diff means!

Comment/question: 
SOmeone has been adding material to my page that is unauthorized. Stanley Krippner

  """,0
both of you are very good editors please talk it out,0
"""
No problem.  Glad to help with correcting typos.  -load |  """,0
Crucifying those involved would serve notice to the next batch of wannabe corrupt politicians.,1
And the pay sucks o),1
"Re: ""The size of Inaugural crowds means nothing.""

Clearly (aka OBSERVABLY) it ""matters"" a great deal - to T-rump himself. HE is the one lying about it to try and bolster his own petulant, insatiable ego.

It seems that it is Trumplethinskin who is ""so arrogant"" as to NOT ""believe the truth"". Him and his Lugenvolksters.",1
"jezuz, there's stupid, and then there's this.",1
"No sense in liberal governments...worldwide, always apoligizing, bending over backwards, politically correct, pro jihadi, anti israel, pro stupidity.",1
"""==Hotel Ukrayina==
I started on it  nothing much yet, but the link is 100% ace with all those pre-1973 photos. Would give a helping hand? 
I will, but I can't promise a definite time frame. Too much work these days. But thanks!  

 SuperDeng 
Look at his contributions. What you will see is a POV warrior who has been blocked before for his behavior under this user name and also as DengXiaoPing. So this isn't new. Deng's a user who assumes the worst in users, who thinks he is correct 100% of the time despite evidence to the contrary and who uses personal attacks to try to get his way. He's very good at calling people """"liars"""" and telling them that their views are """"irrelevant"""" and he often says """"of course you are wrong"""" to people who disagrees with. If you would like specific diffs, I can get them for you. He has spent the last few days virtually stalking (cat scratches) 

Thanks for your response. I see now that you have quite strict standards in defining what constitutes a PA, and how severe it has to be to become a blockable offence. In the future, if I see POV-pushers who resort to personal attacks, I will know who to contact. I was sick and tired because of some fellows here. I thought that once I don't want to spend time compiling RfC and ArbCom cases, I have to accept that there is little I can do about some some  uncivil and abusive POV-pushers short of starting to write-up RfC's using the time I would rather spend writing articles.

Now I know that I should have contacted you. I sure will from now on. Regards,  

No problem. ) Yeah I apologize for the block log. I tried to give the most recent example of his behavior instead of the most representative. (cat scratches) 

Amusing message
 Insidious games at Soviet partisan 

Irpen, what freacking games are you playing in??? What the hell does this nasty comment mean? And where is fucking logic in your edits to that article? You kept (although biased) my important thesises, but reverted other non-political issues like terms in the lead. So what are you trying to do? Promote some point or just provoke a conflict?

Discuss issues before changing them in the article. Or you'll get a real war till the last drop of my blood you mother fucker!!! 
Wow
That's the most amazing message I've ever seen at my talk and I've seen a lot. I regret my first thought to remove it. Better yet, I will keep it. Let it shine! Thanks, Alex!  

I figured I place links here to the past messages from the same contributor left at my talk that are now in archives and not in the plain view: 
November, 2005: original, """"modified""""
March 2005 a nice welcoming me to Wiki
That's it for now.  

 Re: Your request of evaluation 

Hi. Yesterday you requested my evaluation of your behaviour, and here it is:
you ARE """"the shame"""" in Wikipedia
but you can't be """"a shame on the Ukrainian community"""" since you don't belong to such

In case if you need assessment of your activities, just use a special purpose register here.  

I am moving your entry to a desginated section I specifically marked for you at my talk. I don't remember requesting your opinion of myself since you made it public at your",0
"Would like a favour ...
Would you have time to compare the current Óengus I of the Picts page with my new version, cutting out some of the excessive referencing and aiming for a simpler narrative,  ?   (Talk)",0
When I go into lumber yards and box stores I rarely find knowledgeable staff vagina equipped or not.,1
"== the census data needs to be updated. In the body of the article, it cites 2000 census data while the opening and template cite 2010 data. Editors should be more thorough and aware of what needs to be changed. == 

 .",0
They're all a bunch of dummies.  Trump exploits these shrunken heads -they're not smart enough to figure that out.,1
"== Hi == 

 fuck u bitch suck a black dick bitch ass mutahfucka 
 if i edit shit u leave it ok bitch fuck u nigga fuckin muthafucka",1
"and the stupid miller back with the hate and ignorance, tillerman is about profits and thus for amercia is a great one",1
"Massage therapist's gender should be included 

The media, largely, has been very circumspect in referring to his appointment with a 'massage therapist'. The 'therapist' was, in fact, a man, not licensed, and advertises in the back pages of 'alternate' NYC weeklies with a half-naked picture of himself. It's a shame that, in this day and age, the media are so homophobic that they believe they should hide such information. At the minimum, Wikipedia should report the massage therapist's gender.",0
