Score,Text
2,"I love the ""Newman's Own"" line of products, but this chocolate is not my favorite. I think if you like milk chocolate you will probably like this.  I like the 70% cacao version better but even it has a bit of a waxy taste and doesn't give you the mouth feel of truly great chocolate. While I like the 70% better, I set out the 54% next to the 70% Newman's Own and 2 people preferred the 54% - one of those 2 I consider a chocolate lover.  While I won't buy more of this, don't get me wrong. If this is sitting out next to some Hershey's, I'm going with this.<br /><br />I personally like <a href=""http://www.amazon.com/gp/product/B000LKV7Q0"">Green & Black's Organic Chocolate Bar, 70% Cocoa, 3.5-Ounce Bars (Pack of 10)</a>.  MUCH better in my opinion."
4,"I have a very sensitive stomach and most coffee tends to mess with my system too much.  I've struggled with this for so many years but I am unwilling to give up my morning ritual, as it really helps me get through the day.  When I discovered Puroast I was absolutely delighted- this coffee has great flavor and doesn't upset my stomach!  The company is also environmentally responsible, which is important to me, so when I purchase this product I feel I am making a good decision for our planet.  I recommend this coffee to anyone, not just the sensitive types like myself, because it really is good coffee!!"
4,"Tiki Cat is by far my cats' favorite food - they absolutely love it! They especially love the salmon and tuna flavors. It is expensive compared to other brands, so I buy it by the case to get the volume discount."
4,I think these chips are wonderful. I read that some people don't like the hard crunchy chips inside. (Yucca's) I'm just the opposite I guess. I couldn't love the hard crunchy bit's more. Their wonderful. I could do without the really soft stuff. I guess it's totally up to you to get them and try. I definitely would recommend these. I'd also buy these yucca chips in a bag all there own. That's how much I like them:)
4,"The only negative to this product is that they are very expensive when compared to most other snack options but it's definitely a case of get what you pay for.  We certainly eat other snacks and treats but the cost of these comes from the fact that not only are they organic but dye free as well.<br /><br />If you have a child that is sensitive to artificial dye you know how hard it can be to find things without making everything from scratch and who had time for that :).<br /><br />These have an incredible taste, love the consistency and the fact that I can feel good about feeding them to my little ones.  A word of caution, since they are so ""healthy"" I made the initial mistake of treating them like a snack instead of treat.  In reality these are a lot like giving your kids gummy bears, just healthier, but still they are full of sugar and it's easy to eat multiple packages as they are pretty little."
4,I have very limited counter space so this storage drawer holder is the perfect solution! My Keurig sits on top and the drawer easily slides in and out.
3,Our cats love all weruva wet cat foods that contain Tuna .. their favorites are asian fusion ; mack and jack; polynesian bbq .<br />Definitely one of the highest quality cat food where you can actually see and smell the real chunks of fish. We have experimented with several other grain free wet food brands including spots stew; taste of the wild;bff; evo  and this is the clear winner for both our cats. They lick their bowls clean and demand this weruva yummy goodness morning and evening.
4,Absolutely love the smoothness and fresh flavor that steams from the coffee cup while sipping this amazingly delicious coffee. Fantastic price!
4,"This shampoo is a quality product that will leave your hair looking and feeling great.  If you want your hair to look fuller, then this one is for you."
4,"I am a fan of dark chocolate, but I find some of the 70% and up bars to be bitter. The Newman's Own bar has 54% cocoa. It has a strong chocolate flavor without being bitter or harsh.<br /><br />One 2.25-ounce bar has 330 calories. The flavor is rich enough that when I need a chocolate fix all I need is one square (1/6 of the bar). That's just 55 calories so it makes a satisfying treat without busting my diet.<br /><br />The texture is smooth and somewhat creamy, although not as creamy as Dove dark chocolate (for whatever that is worth).<br /><br />I would definitely purchase Newman's Own chocolate bars again."
4,Came fast! was exactly what was advertised im super happy! will buy again! bought this for my mom and she drinks it every day!<br /><br />Thanks a lot!
3,"If one has a palate for rice, this is not a the substitute. It is a way of filling a void when there are few foods which have no carbs and yet can serve the purpose of rice in certain dishes with sauces. No, good for sushi, rice pudding, although haven't tried rice pudding. I made stuffed cabbage with it and they were delicious. If you know how to mix spices you can use this as a substitute for barley or rice. It is filling without the calories or carbs."
4,"In my own tastebud opinion:<br />This wonderful cup of joe has similar characteristics as the ML Crema which is also awesome. It has some earthy and chocolaty undertones, I would venture to say even fruity. This is not marketed as a crema, but yet it delivers a nice layer of crema that lasts to the last sip.<br /><br />I do not find this coffee very acidic; it is not a true bold coffee, but yet it does deliver a very smooth full bodied flavor. If you like the Verona / Kitamu or the ML Crema, you are going to enjoy this great cup of jeaux.<br /><br />If you are expecting a venti size cup, be forewarned this serves about 4oz of pure caffeine Stardome!"
